"id"	"name"
"TO:0000101"	"broad-leaved weed"
"TO:0000102"	"phosphorus sensitivity"
"TO:0000103"	"deepwater stress"
"TO:0000104"	"floury endosperm"
"TO:0000105"	"dull endosperm"
"TO:0000106"	"male sterility type"
"TO:0000107"	"endosperm storage protein-1 content"
"TO:0000108"	"leaf shattering"
"TO:0000109"	"endosperm storage protein-2 content"
"TO:0000110"	"wild abortive CMS"
"TO:0000111"	"genetically engineered male sterility"
"TO:0000112"	"disease resistance"
"TO:0000113"	"giant embryo"
"TO:0000114"	"flooding related trait"
"TO:0000115"	"root mass density"
"TO:0000116"	"root mass density 0-15"
"TO:0000117"	"rat damage resistance"
"TO:0000118"	"root mass density 15-30"
"TO:0000119"	"root mass density 30-45"
"TO:0000120"	"percent root mass density"
"TO:0000121"	"ufra damage"
"TO:0000122"	"percent root mass density 0-15"
"TO:0000123"	"percent root mass density 15-30"
"TO:0000124"	"flag leaf angle"
"TO:0000125"	"percent root mass density 30-45"
"TO:0000126"	"rice grassy stunt virus-2 resistance"
"TO:0000127"	"rice grassy stunt virus-1 resistance"
"TO:0000128"	"harvest index"
"TO:0000129"	"false smut disease resistance"
"TO:0000130"	"far red light sensitivity"
"TO:0000131"	"leaf water potential"
"TO:0000132"	"basal internode diameter"
"TO:0000133"	"stature or vigor trait"
"TO:0000134"	"alkali digestion"
"TO:0000135"	"leaf length"
"TO:0000136"	"leaf relative water content"
"TO:0000137"	"days to heading"
"TO:0000138"	"brown rice protein"
"TO:0000140"	"lemma apiculus color"
"TO:0000141"	"awn color"
"TO:0000142"	"secondary branching of inflorescence"
"TO:0000143"	"relative biomass"
"TO:0000144"	"milled rice yield"
"TO:0000145"	"shoot axis internode length"
"TO:0000146"	"seed length"
"TO:0000147"	"rice hoja blanca disease resistance"
"TO:0000148"	"viral disease resistance"
"TO:0000149"	"seed width"
"TO:0000151"	"rice skipper resistance"
"TO:0000152"	"panicle number"
"TO:0000153"	"relative yield"
"TO:0000154"	"thrips resistance"
"TO:0000155"	"drought susceptibility index"
"TO:0000156"	"penetrated root dry weight"
"TO:0000157"	"canopy temperature"
"TO:0000158"	"red light sensitivity"
"TO:0000159"	"blue light sensitivity"
"TO:0000160"	"UV light sensitivity"
"TO:0000161"	"radiation response trait"
"TO:0000162"	"grain quality trait"
"TO:0000163"	"auxin sensitivity"
"TO:0000164"	"stress trait"
"TO:0000165"	"panicle inflorescence exsertion"
"TO:0000166"	"gibberellic acid sensitivity"
"TO:0000167"	"cytokinin sensitivity"
"TO:0000168"	"abiotic stress trait"
"TO:0000169"	"chinsurah boro CMS"
"TO:0000170"	"elongation ability"
"TO:0000171"	"height trait"
"TO:0000172"	"jasmonic acid sensitivity"
"TO:0000173"	"ethylene sensitivity"
"TO:0000174"	"maturity trait"
"TO:0000175"	"rice bacterial blight disease resistance"
"TO:0000176"	"macronutrient sensitivity"
"TO:0000177"	"2,4-dichlorophenoxyacetic acid sensitivity"
"TO:0000178"	"acid soil sensitivity"
"TO:0000179"	"biotic stress trait"
"TO:0000180"	"spikelet fertility"
"TO:0000181"	"seed weight"
"TO:0000182"	"insecticide sensitivity"
"TO:0000183"	"other miscellaneous trait"
"TO:0000184"	"seed morphology trait"
"TO:0000185"	"stigma color"
"TO:0000186"	"environmental stress related trait"
"TO:0000187"	"anther color"
"TO:0000188"	"drought sensitivity"
"TO:0000189"	"embryoless"
"TO:0000190"	"seed coat color"
"TO:0000191"	"rice hispa resistance"
"TO:0000192"	"leaf-roller resistance"
"TO:0000193"	"embryo shape"
"TO:0000194"	"globular embryo"
"TO:0000195"	"shootless embryo"
"TO:0000196"	"amylose content"
"TO:0000197"	"ligule color"
"TO:0000198"	"rootless"
"TO:0000199"	"genic male sterility"
"TO:0000200"	"brittle culm"
"TO:0000201"	"panicle inflorescence color"
"TO:0000202"	"germination ratio"
"TO:0000203"	"rice bacterial leaf streak disease resistance"
"TO:0000204"	"rice seedling blight disease resistance"
"TO:0000205"	"white-backed planthopper resistance"
"TO:0000206"	"leaf angle"
"TO:0000207"	"plant height"
"TO:0000208"	"lemma number"
"TO:0000209"	"palea number"
"TO:0000210"	"anther number"
"TO:0000211"	"gel consistency"
"TO:0000212"	"green leafhopper resistance"
"TO:0000213"	"rice grassy stunt 1 and 2 virus resistance"
"TO:0000214"	"anther shape"
"TO:0000215"	"stamen morphology trait"
"TO:0000216"	"grassy stunt virus disease"
"TO:0000217"	"genic male sterility-thermo-photoperiod sensitive"
"TO:0000218"	"pollen abortion type"
"TO:0000219"	"stem morphology"
"TO:0000220"	"rice bug resistance"
"TO:0000221"	"glume color"
"TO:0000222"	"head rice yield"
"TO:0000223"	"pistil morphology trait"
"TO:0000224"	"iron sensitivity"
"TO:0000225"	"stamen number"
"TO:0000226"	"auricleless"
"TO:0000227"	"root length"
"TO:0000228"	"moisture content trait"
"TO:0000229"	"photoperiod sensitivity trait"
"TO:0000230"	"crown rootless"
"TO:0000231"	"endospermless"
"TO:0000232"	"rice cytoplasmic male sterility"
"TO:0000233"	"root volume"
"TO:0000234"	"radicleless"
"TO:0000235"	"liguleless"
"TO:0000236"	"crop damage resistance"
"TO:0000237"	"water stress trait"
"TO:0000238"	"growth media composition sensitivity"
"TO:0000239"	"plant genetic trait unknown"
"TO:0000240"	"sterile lemma length"
"TO:0000241"	"leaf number"
"TO:0000242"	"microbial damage resistance"
"TO:0000243"	"in vitro regeneration ability"
"TO:0000244"	"coleoptile color"
"TO:0000245"	"pollen free"
"TO:0000246"	"rice delphacid resistance"
"TO:0000247"	"other nutrient sensitivity"
"TO:0000248"	"primary macronutrient sensitivity"
"TO:0000249"	"leaf senescence trait"
"TO:0000250"	"plant vigor trait"
"TO:0000251"	"secondary macronutrient sensitivity"
"TO:0000252"	"non-mineral nutrient sensitivity"
"TO:0000253"	"seed dormancy"
"TO:0000254"	"growth media pH sensitivity"
"TO:0000255"	"sheath blight disease resistance"
"TO:0000256"	"genetic trait"
"TO:0000257"	"root branching"
"TO:0000258"	"leaf thickness"
"TO:0000259"	"heat tolerance"
"TO:0000260"	"bird damage resistance"
"TO:0000261"	"insect damage resistance"
"TO:0000262"	"panicle inflorescence shape"
"TO:0000264"	"lemma and palea color"
"TO:0000265"	"light quality sensitivity"
"TO:0000266"	"chalky endosperm"
"TO:0000267"	"inflorescence type"
"TO:0000268"	"inflorescence shape"
"TO:0000269"	"100-grain weight"
"TO:0000270"	"inflorescence axis angle"
"TO:0000271"	"inflorescence length"
"TO:0000272"	"plant survivability"
"TO:0000273"	"armyworm resistance"
"TO:0000274"	"spikelet floret morphology trait"
"TO:0000275"	"perianth morphology trait"
"TO:0000276"	"drought tolerance"
"TO:0000277"	"biochemical trait"
"TO:0000278"	"root to shoot ratio"
"TO:0000279"	"root weight"
"TO:0000280"	"seedling vigor"
"TO:0000281"	"metabolite content trait"
"TO:0000282"	"enzymatic activity and protein content related trait"
"TO:0000283"	"biological process trait"
"TO:0000284"	"ADP glucose pyrophosphorylase activity trait"
"TO:0000285"	"nodal tillering"
"TO:0000286"	"submergence sensitivity"
"TO:0000287"	"brown rice shape"
"TO:0000288"	"alpha-amylase activity trait"
"TO:0000289"	"carotene content"
"TO:0000290"	"flavonoid content"
"TO:0000291"	"carbohydrate content"
"TO:0000292"	"yellow dwarf disease resistance"
"TO:0000293"	"chlorophyll a content"
"TO:0000294"	"leaf sheath auricle color"
"TO:0000295"	"chlorophyll b content"
"TO:0000296"	"vegetative vigor"
"TO:0000297"	"glucosamine content"
"TO:0000298"	"chlorophyll ratio"
"TO:0000299"	"leaf lamina color"
"TO:0000300"	"glucose content"
"TO:0000301"	"xanthophyll content"
"TO:0000302"	"smut disease"
"TO:0000303"	"cold tolerance"
"TO:0000304"	"seed thickness"
"TO:0000305"	"glutamine synthetase content"
"TO:0000306"	"root thickness"
"TO:0000307"	"hexose content"
"TO:0000308"	"male fertility restoration trait"
"TO:0000310"	"self-incompatibility"
"TO:0000311"	"invertase activity trait"
"TO:0000312"	"NADH glutamate synthase content"
"TO:0000313"	"perodidase-71 content"
"TO:0000314"	"phosphoglycerate mutase content"
"TO:0000315"	"bacterial disease resistance"
"TO:0000316"	"photosynthetic ability"
"TO:0000317"	"cutworm resistance"
"TO:0000318"	"reducing sugar content"
"TO:0000319"	"rubisco content"
"TO:0000320"	"chlorophyll to rubisco ratio"
"TO:0000321"	"rubisco to nitrogen content ratio"
"TO:0000322"	"phenotypic acceptability"
"TO:0000323"	"stem rot disease resistance"
"TO:0000324"	"rubisco to soluble protein ratio"
"TO:0000325"	"soluble protein content"
"TO:0000326"	"leaf color"
"TO:0000327"	"shoot system yield trait"
"TO:0000328"	"sucrose content"
"TO:0000329"	"tillering ability"
"TO:0000330"	"outcrossing potential"
"TO:0000331"	"sucrose phosphate synthase activity trait"
"TO:0000332"	"rice whorl maggot resistance"
"TO:0000333"	"sugar content"
"TO:0000334"	"hybrid evaluation"
"TO:0000335"	"ligule shape"
"TO:0000336"	"total amylase activity trait"
"TO:0000337"	"kneeing ability"
"TO:0000338"	"beta-amylase activity trait"
"TO:0000339"	"stem thickness"
"TO:0000340"	"total soluble sugar content"
"TO:0000341"	"plant genetic trait"
"TO:0000342"	"panicle axis angle"
"TO:0000343"	"grass weed"
"TO:0000344"	"days to flowering trait"
"TO:0000345"	"seed viability"
"TO:0000346"	"tiller number"
"TO:0000347"	"weed damage"
"TO:0000348"	"sogatodes resistance"
"TO:0000350"	"cms-hl type"
"TO:0000351"	"zinc sensitivity"
"TO:0000352"	"plant dry weight"
"TO:0000353"	"aborted at pollen maturity stage"
"TO:0000354"	"aluminum sensitivity"
"TO:0000355"	"heterosis"
"TO:0000356"	"brown spot disease resistance"
"TO:0000357"	"plant growth and development trait"
"TO:0000358"	"female sterility"
"TO:0000359"	"female flowering"
"TO:0000360"	"leaf elongation rate"
"TO:0000361"	"stem morphology trait"
"TO:0000362"	"rot disease"
"TO:0000364"	"leaf collar color"
"TO:0000365"	"male flowering"
"TO:0000366"	"reproductive growth time"
"TO:0000367"	"basal leaf sheath color"
"TO:0000368"	"shoot elongation rate"
"TO:0000369"	"vegetative growth time"
"TO:0000370"	"leaf width"
"TO:0000371"	"yield trait"
"TO:0000372"	"amylose to amylopectin ratio"
"TO:0000373"	"inflorescence morphology trait"
"TO:0000374"	"breakdown viscosity"
"TO:0000375"	"brown rice length to width ratio"
"TO:0000376"	"consistency viscosity"
"TO:0000377"	"cooked grain elongation"
"TO:0000378"	"leaf scald disease resistance"
"TO:0000379"	"cool paste viscosity"
"TO:0000380"	"planthopper"
"TO:0000381"	"cracked grain percentage"
"TO:0000382"	"1000-grain weight"
"TO:0000383"	"grain belly percent white"
"TO:0000384"	"nematode damage resistance"
"TO:0000385"	"milled grain color"
"TO:0000386"	"rice ragged stunt virus resistance"
"TO:0000387"	"plant trait"
"TO:0000388"	"forage yield"
"TO:0000389"	"nuclear mediated male sterility"
"TO:0000390"	"grain core percent white"
"TO:0000391"	"seed size"
"TO:0000392"	"sterility or fertility trait"
"TO:0000393"	"yield and yield component"
"TO:0000394"	"drought related trait"
"TO:0000396"	"grain yield trait"
"TO:0000397"	"grain size"
"TO:0000398"	"whole plant morphology trait"
"TO:0000399"	"grain thickness"
"TO:0000400"	"sterile lemma color"
"TO:0000401"	"plant growth hormone sensitivity"
"TO:0000402"	"dehulled grain width"
"TO:0000403"	"leaf-folder resistance"
"TO:0000404"	"nodal rooting"
"TO:0000405"	"caseworm resistance"
"TO:0000406"	"panicle threshability"
"TO:0000407"	"hoppers"
"TO:0000408"	"hot paste viscosity"
"TO:0000409"	"peak viscosity"
"TO:0000410"	"polished rice protein content"
"TO:0000411"	"grain length to width ratio"
"TO:0000412"	"setback viscosity"
"TO:0000413"	"rice tungro virus resistance"
"TO:0000414"	"white rice protein content"
"TO:0000415"	"aborted bi-nucleate stage"
"TO:0000416"	"embryo sac abortion"
"TO:0000417"	"lemma and palea pubescence"
"TO:0000418"	"bakanae disease resistance"
"TO:0000419"	"vascular leaf morphology trait"
"TO:0000420"	"fertility related trait"
"TO:0000421"	"pollen fertility"
"TO:0000422"	"narrow brown leaf spot disease resistance"
"TO:0000423"	"gall midge resistance"
"TO:0000424"	"brown planthopper resistance"
"TO:0000425"	"anther culturability"
"TO:0000426"	"stem internode color"
"TO:0000427"	"culm angle"
"TO:0000428"	"callus induction"
"TO:0000429"	"salt sensitivity"
"TO:0000430"	"germination rate"
"TO:0000431"	"ear length"
"TO:0000432"	"temperature response trait"
"TO:0000433"	"ear diameter"
"TO:0000434"	"root activity"
"TO:0000435"	"seed longevity"
"TO:0000436"	"spikelet sterility"
"TO:0000437"	"male sterility"
"TO:0000439"	"fungal disease resistance"
"TO:0000440"	"grain number per plant"
"TO:0000441"	"humidity related trait"
"TO:0000442"	"plant fresh weight"
"TO:0000443"	"ear infructescence number"
"TO:0000444"	"parasitic weed"
"TO:0000445"	"fruit seed number"
"TO:0000446"	"leaf drying"
"TO:0000447"	"filled grain number"
"TO:0000448"	"filled grain percentage"
"TO:0000449"	"grain yield per plant"
"TO:0000450"	"grain yield per panicle"
"TO:0000451"	"large vascular bundle number to spikelet number ratio"
"TO:0000452"	"leaf area to spikelet number ratio"
"TO:0000453"	"panicle to tiller ratio"
"TO:0000454"	"stem borer resistance"
"TO:0000455"	"seed set percent"
"TO:0000456"	"spikelet number"
"TO:0000457"	"total biomass yield"
"TO:0000458"	"drought recovery"
"TO:0000459"	"root epidermal cell length"
"TO:0000460"	"light intensity sensitivity"
"TO:0000461"	"basic vegetative phase"
"TO:0000462"	"gelatinization temperature"
"TO:0000463"	"anthesis silking interval"
"TO:0000464"	"albino plantlet differentiation frequency"
"TO:0000465"	"mineral and ion content trait"
"TO:0000466"	"carbon content"
"TO:0000467"	"cell membrane stability"
"TO:0000468"	"leaf blast disease resistance"
"TO:0000469"	"days to maturity"
"TO:0000470"	"vascular tissue morphology trait"
"TO:0000471"	"root penetration index"
"TO:0000472"	"vascular bundle number"
"TO:0000473"	"grain shattering"
"TO:0000474"	"glume opening"
"TO:0000475"	"adventitious root thickness"
"TO:0000476"	"growth hormone content"
"TO:0000477"	"panicle blast disease resistance"
"TO:0000478"	"abscisic acid concentration"
"TO:0000479"	"acid sensitivity"
"TO:0000480"	"nutrient sensitivity"
"TO:0000481"	"alkali sensitivity"
"TO:0000482"	"chemical stress sensitivity"
"TO:0000483"	"germinability at low temperature"
"TO:0000484"	"seed shape"
"TO:0000485"	"sterility related trait"
"TO:0000486"	"seed color"
"TO:0000487"	"endosperm color"
"TO:0000488"	"seed composition quality trait"
"TO:0000489"	"carbohydrate composition related trait"
"TO:0000490"	"seed protein composition trait"
"TO:0000491"	"fat and essential oil composition related trait"
"TO:0000492"	"leaf shape"
"TO:0000493"	"leaf composition trait"
"TO:0000494"	"pigment content trait"
"TO:0000495"	"chlorophyll content"
"TO:0000496"	"carotenoid content"
"TO:0000497"	"fertility restoration trait"
"TO:0000498"	"female fertility restoration trait"
"TO:0000499"	"flower morphology trait"
"TO:0000501"	"spikelet weight"
"TO:0000502"	"potassium chlorate resistance"
"TO:0000503"	"leaf rolling time"
"TO:0000504"	"leaf temperature"
"TO:0000505"	"leaf weight"
"TO:0000506"	"nitrogen recycling"
"TO:0000507"	"osmotic adjustment capacity"
"TO:0000508"	"penetrated root length"
"TO:0000510"	"penetrated to total root ratio"
"TO:0000511"	"phosphorus uptake"
"TO:0000512"	"plant survival percentage under submergence"
"TO:0000513"	"potassium concentration"
"TO:0000514"	"potassium uptake"
"TO:0000515"	"relative growth rate"
"TO:0000516"	"relative root length"
"TO:0000517"	"relative shoot elongation under submergence"
"TO:0000519"	"rooting depth"
"TO:0000520"	"stomatal complex closure rate"
"TO:0000521"	"stomatal complex closure time"
"TO:0000522"	"stomatal conductance"
"TO:0000523"	"stomatal resistance"
"TO:0000524"	"submergence tolerance"
"TO:0000525"	"sodium to potassium content ratio"
"TO:0000526"	"sodium concentration"
"TO:0000527"	"sodium uptake"
"TO:0000528"	"total shoot elongation under submergence"
"TO:0000529"	"abaxial stomatal frequency"
"TO:0000530"	"adaxial stomatal frequency"
"TO:0000531"	"anther length"
"TO:0000532"	"lemma apiculus hair length"
"TO:0000534"	"culm color"
"TO:0000536"	"spikelet floret color"
"TO:0000537"	"flower color"
"TO:0000538"	"large vascular bundle number to leaf area ratio"
"TO:0000539"	"large vascular bundle number"
"TO:0000540"	"leaf area trait"
"TO:0000541"	"leaf position"
"TO:0000542"	"leaf length to width ratio"
"TO:0000543"	"leaf nitrogen content"
"TO:0000544"	"mesocotyl length"
"TO:0000545"	"panicle base to lowest branch"
"TO:0000546"	"peduncle top diameter"
"TO:0000547"	"primary branch number"
"TO:0000548"	"rhizome number"
"TO:0000549"	"rhizome morphology trait"
"TO:0000550"	"rhizome branch angle"
"TO:0000551"	"rhizome branch number"
"TO:0000552"	"shoot dry weight"
"TO:0000553"	"rhizome length"
"TO:0000554"	"rhizome internode length"
"TO:0000555"	"rhizome internode number"
"TO:0000556"	"rhizome dry weight"
"TO:0000557"	"secondary branch number"
"TO:0000558"	"small vascular bundle number"
"TO:0000559"	"plant volume"
"TO:0000560"	"space per culm"
"TO:0000561"	"space to culm ratio"
"TO:0000562"	"specific leaf area"
"TO:0000563"	"spikelet length to width ratio"
"TO:0000564"	"spikelet width"
"TO:0000565"	"spikelets per panicle length"
"TO:0000566"	"leaf stomatal complex frequency"
"TO:0000567"	"tiller angle"
"TO:0000568"	"shoot axis weight"
"TO:0000569"	"white-backed planthopper egg mortality"
"TO:0000570"	"watery lesion percentage"
"TO:0000571"	"shoot fresh weight"
"TO:0000572"	"petal color"
"TO:0000573"	"sepal color"
"TO:0000574"	"tepal color"
"TO:0000575"	"endosperm morphology trait"
"TO:0000576"	"stem length"
"TO:0000577"	"stem angle"
"TO:0000578"	"root fresh weight"
"TO:0000579"	"root dry weight to tiller number ratio"
"TO:0000580"	"cytoplasmic male sterility"
"TO:0000581"	"inflorescence color"
"TO:0000582"	"inflorescence number"
"TO:0000583"	"infructescence weight"
"TO:0000586"	"seminal root length"
"TO:0000587"	"endosperm quality"
"TO:0000589"	"average grain weight"
"TO:0000590"	"dehulled grain weight"
"TO:0000591"	"100-dehulled grain weight"
"TO:0000592"	"1000-dehulled grain weight"
"TO:0000593"	"polished grain weight"
"TO:0000594"	"100-polished grain weight"
"TO:0000595"	"1000-polished grain weight"
"TO:0000596"	"plant volume (sensu Poaceae)"
"TO:0000597"	"plant quality trait"
"TO:0000598"	"protein content"
"TO:0000599"	"enzyme activity trait"
"TO:0000600"	"UV-A light sensitivity"
"TO:0000601"	"UV-B light sensitivity"
"TO:0000602"	"total fat content"
"TO:0000603"	"magnesium to potassium content ratio"
"TO:0000604"	"fat and essential oil content"
"TO:0000605"	"hydrogen peroxide content"
"TO:0000606"	"diastatic power"
"TO:0000607"	"ash content"
"TO:0000608"	"sodium content"
"TO:0000609"	"potassium content"
"TO:0000610"	"soluble to total protein ratio"
"TO:0000611"	"malt-extract percentage"
"TO:0000612"	"grain density"
"TO:0000613"	"groat percentage"
"TO:0000614"	"lemma shape"
"TO:0000615"	"abscisic acid sensitivity"
"TO:0000616"	"leaf perimeter"
"TO:0000617"	"colored grain percentage"
"TO:0000618"	"crushed grain percentage"
"TO:0000619"	"vivipary"
"TO:0000620"	"plant embryo development trait"
"TO:0000621"	"inflorescence development trait"
"TO:0000622"	"flower development trait"
"TO:0000623"	"involucre bristle length"
"TO:0000624"	"allelopathic effect"
"TO:0000625"	"spikelet density"
"TO:0000626"	"relative phosphorus distribution between shoot and root"
"TO:0000627"	"relative phosphorus utilization efficiency"
"TO:0000628"	"pearl millet downy mildew resistance"
"TO:0000629"	"days to tassel"
"TO:0000630"	"pedicel length"
"TO:0000631"	"green plantlet differentiation frequency"
"TO:0000632"	"green plantlet yield frequency"
"TO:0000633"	"relative total dry weight"
"TO:0000634"	"stem node number"
"TO:0000635"	"popping expansion volume"
"TO:0000636"	"relative shoot dry weight"
"TO:0000638"	"spike width"
"TO:0000639"	"seed fertility"
"TO:0000640"	"total root number"
"TO:0000641"	"inflorescence primary branch length"
"TO:0000642"	"leaf sheath diameter"
"TO:0000643"	"inflorescence bristle length"
"TO:0000644"	"relative root dry weight"
"TO:0000645"	"relative phosphorus concentration"
"TO:0000646"	"cauline axillary branch number"
"TO:0000647"	"relative acid phosphatase activity"
"TO:0000648"	"relative phosphorus uptake"
"TO:0000649"	"peduncle width"
"TO:0000650"	"lemma length"
"TO:0000651"	"flour color"
"TO:0000652"	"leaf necrosis"
"TO:0000653"	"seed growth and development trait"
"TO:0000654"	"shoot system growth and development trait"
"TO:0000655"	"leaf growth and development trait"
"TO:0000656"	"root development trait"
"TO:0000657"	"spikelet morphology trait"
"TO:0000658"	"days to silk"
"TO:0000659"	"phyllochron"
"TO:0000660"	"axillary bud dormancy"
"TO:0000661"	"tiller bud dormancy"
"TO:0000662"	"barley fusarium head blight resistance"
"TO:0000663"	"wheat fusarium head blight resistance"
"TO:0000664"	"fungal blight disease resistance"
"TO:0000665"	"grain core area white"
"TO:0000666"	"brown rice yield"
"TO:0000667"	"cooking or brewing quality"
"TO:0000668"	"mycotoxin content"
"TO:0000669"	"deoxynivalenol content"
"TO:0000670"	"floret number"
"TO:0000671"	"pre-flowering flower abortion"
"TO:0000672"	"bran percentage"
"TO:0000673"	"tetraploid wheat fusarium head blight resistance"
"TO:0000674"	"phytochemical compound content"
"TO:0000675"	"ferulic acid content"
"TO:0000676"	"style color"
"TO:0000677"	"third leaf position"
"TO:0000678"	"cob diameter"
"TO:0000680"	"inflorescence circumference"
"TO:0000681"	"ear circumference"
"TO:0000682"	"inflorescence height"
"TO:0000683"	"ear infructescence position"
"TO:0000684"	"grassy flavor"
"TO:0000685"	"fruit tenderness"
"TO:0000686"	"juiciness"
"TO:0000687"	"kernel row number per ear"
"TO:0000688"	"kernel row length"
"TO:0000689"	"grain tenderness"
"TO:0000690"	"maysin content"
"TO:0000691"	"Zea mays northern leaf blight disease resistance"
"TO:0000692"	"NCLB incubation period"
"TO:0000693"	"NCLB area under disease progress curve"
"TO:0000694"	"fruit crispness"
"TO:0000695"	"leaf margin color"
"TO:0000696"	"starch content"
"TO:0000697"	"starch yield"
"TO:0000698"	"starchiness"
"TO:0000699"	"sucrose synthase activity trait"
"TO:0000700"	"fruit sweetness"
"TO:0000701"	"turgor pressure"
"TO:0000702"	"starch concentration"
"TO:0000703"	"amylase activity trait"
"TO:0000704"	"phosphatase activity trait"
"TO:0000705"	"acid phosphatase activity trait"
"TO:0000706"	"hull color"
"TO:0000707"	"pericarp color"
"TO:0000708"	"plant color"
"TO:0000709"	"leaf gloss"
"TO:0000710"	"globulin protein content"
"TO:0000711"	"imidazolinone sensitivity"
"TO:0000712"	"sulfonylurea herbicide sensitivity"
"TO:0000713"	"brittle endosperm"
"TO:0000714"	"seminal rootless"
"TO:0000715"	"fascicled ear"
"TO:0000716"	"etched endosperm"
"TO:0000717"	"rough endosperm"
"TO:0000718"	"wrinkled grain"
"TO:0000719"	"leaf vein color"
"TO:0000720"	"leaf midrib color"
"TO:0000721"	"leaf adherence"
"TO:0000722"	"sporocyte development trait"
"TO:0000723"	"microsporocyte development trait"
"TO:0000724"	"megasporocyte development trait"
"TO:0000725"	"megasporocyte number"
"TO:0000726"	"microsporocyte number"
"TO:0000727"	"sporogenesis"
"TO:0000728"	"cell cycle trait"
"TO:0000729"	"meiotic cell cycle trait"
"TO:0000730"	"mitotic cell cycle trait"
"TO:0000731"	"lignin content"
"TO:0000732"	"lignin monomer content"
"TO:0000733"	"lignin biosynthesis trait"
"TO:0000734"	"grain length"
"TO:0000735"	"plastochron"
"TO:0000736"	"plant organ morphology trait"
"TO:0000737"	"plant aspect"
"TO:0000738"	"plant axis morphology trait"
"TO:0000739"	"shoot axis morphology trait"
"TO:0000740"	"branch morphology trait"
